,ActionGeo_CountryCode,MonthYear,EventBaseCode,eventcount
0,TW,200803,10,631
1,TW,200804,10,452
2,TW,200805,10,562
3,TW,200806,10,516
4,TW,200807,10,529
5,TW,200808,10,460
6,TW,200809,10,411
7,TW,200810,10,545
8,TW,200811,10,503
9,TW,200812,10,637
10,TW,200901,10,504
11,TW,200902,10,504
12,TW,200903,10,561
13,TW,200904,10,632
14,TW,200905,10,729
15,TW,200906,10,558
16,TW,200907,10,490
17,TW,200908,10,986
18,TW,200909,10,705
19,TW,200910,10,643
20,TW,200911,10,466
21,TW,200912,10,598
22,TW,201001,10,673
23,TW,201002,10,467
24,TW,201003,10,212
25,TW,201004,10,352
26,TW,201005,10,396
27,TW,201006,10,221
28,TW,201007,10,330
29,TW,201008,10,642
30,TW,201009,10,634
31,TW,201010,10,554
32,TW,201011,10,514
33,TW,201012,10,594
34,TW,201101,10,564
35,TW,201102,10,558
36,TW,201103,10,505
37,TW,201104,10,483
38,TW,201105,10,444
39,TW,201106,10,619
40,TW,201107,10,447
41,TW,201108,10,522
42,TW,201109,10,434
43,TW,201110,10,343
44,TW,201111,10,448
45,TW,201112,10,344
46,TW,201201,10,456
47,TW,201202,10,421
48,TW,201203,10,608
49,TW,201204,10,571
50,TW,201205,10,565
51,TW,201206,10,449
52,TW,201207,10,529
53,TW,201208,10,623
54,TW,201209,10,614
55,TW,201210,10,536
56,TW,201211,10,497
57,TW,201212,10,441
58,TW,201301,10,440
59,TW,201302,10,334
60,TW,201303,10,425
61,TW,201304,10,190
62,TW,201305,10,283
63,TW,201306,10,446
64,TW,201307,10,614
65,TW,201308,10,596
66,TW,201309,10,585
67,TW,201310,10,752
68,TW,201311,10,674
69,TW,201312,10,525
70,TW,201401,10,451
71,TW,201402,10,669
72,TW,201403,10,753
73,TW,201404,10,636
74,TW,201405,10,690
75,TW,201406,10,666
76,TW,201407,10,773
77,TW,201408,10,528
78,TW,201409,10,616
79,TW,201410,10,613
80,TW,201411,10,538
81,TW,201412,10,651
82,TW,201501,10,651
83,TW,201502,10,777
84,TW,201503,10,931
85,TW,201504,10,734
86,TW,201505,10,694
87,TW,201506,10,804
88,TW,201507,10,826
89,TW,201508,10,849
90,TW,201509,10,800
91,TW,201510,10,837
92,TW,201511,10,1232
93,TW,201512,10,758
94,TW,201601,10,1336
95,TW,201602,10,1019
96,TW,201603,10,850
97,TW,201604,10,1204
98,TW,201605,10,1271
99,TW,201606,10,953
100,TW,201607,10,1264
101,TW,201608,10,845
102,TW,201609,10,828
103,TW,201610,10,910
104,TW,201611,10,986
105,TW,201612,10,1716
106,TW,201701,10,1217
107,TW,201702,10,921
108,TW,201703,10,1103
109,TW,201704,10,784
110,TW,201705,10,829
111,TW,201706,10,806
112,TW,201707,10,669
113,TW,201708,10,563
